Sort [1],State,FIPS,County [2],Population(2010),Land Areakm²,Land Areami²,Water Areakm²,Water Areami²,Total Areakm²,Total Areami²,Latitude,Longitude
830,IA,c19081,Hancock,"11,341","1,478.90",571.005,5.266,2.033,"1,484.16",573.038,43.075410999999995,-93.743697
831,IA,c19083,Hardin,"17,534","1,474.50",569.307,1.774,0.685,"1,476.27",569.992,42.389955,-93.24108100000001
832,IA,c19085,Harrison,"14,928","1,804.83",696.848,12.418,4.795,"1,817.25",701.643,41.688584000000006,-95.827149
833,IA,c19087,Henry,"20,145","1,124.90",434.328,5.78,2.232,"1,130.69",436.56,40.985864,-91.54427
834,IA,c19089,Howard,"9,566","1,225.71",473.248,0.928,0.358,"1,226.63",473.606,43.365313,-92.321908
835,IA,c19091,Humboldt,"9,815","1,124.97",434.352,3.406,1.315,"1,128.37",435.667,42.782221,-94.202775
836,IA,c19093,Ida,"7,089","1,117.60",431.508,1.406,0.543,"1,119.01",432.051,42.39186,-95.507421
837,IA,c19095,Iowa,"16,355","1,518.92",586.457,2.687,1.037,"1,521.60",587.494,41.683918,-92.059123
838,IA,c19097,Jackson,"19,848","1,647.33",636.039,35.142,13.568,"1,682.47",649.607,42.164281,-90.574597
839,IA,c19099,Jasper,"36,842","1,891.78",730.42,6.566,2.535,"1,898.35",732.955,41.685686,-93.052971
840,IA,c19101,Jefferson,"16,843","1,127.97",435.51,3.538,1.366,"1,131.50",436.876,41.006879999999995,-91.967137
841,IA,c19103,Johnson,"130,882","1,590.36",614.04,23.595,9.11,"1,613.95",623.15,41.668737,-91.588812
842,IA,c19105,Jones,"20,638","1,490.85",575.621,3.583,1.383,"1,494.43",577.004,42.125118,-91.11691400000001
843,IA,c19107,Keokuk,"10,511","1,500.07",579.179,1.929,0.745,"1,502.00",579.924,41.331182,-92.167721
844,IA,c19109,Kossuth,"15,543","2,519.33",972.72,4.155,1.604,"2,523.49",974.324,43.212478000000004,-94.213983
845,IA,c19111,Lee,"35,862","1,340.37",517.518,55.294,21.349,"1,395.66",538.867,40.647588,-91.47715699999999
846,IA,c19113,Linn,"211,226","1,856.71",716.88,19.749,7.625,"1,876.46",724.505,42.077951,-91.597674
847,IA,c19115,Louisa,"11,387","1,040.57",401.766,40.798,15.752,"1,081.37",417.518,41.218211,-91.25699399999999
848,IA,c19117,Lucas,"8,898","1,115.23",430.593,9.853,3.804,"1,125.08",434.397,41.033344,-93.331467
849,IA,c19119,Lyon,"11,581","1,522.01",587.65,0.334,0.129,"1,522.34",587.779,43.38358,-96.207201
850,IA,c19121,Madison,"15,679","1,453.00",561.006,2.984,1.152,"1,455.98",562.158,41.330622,-94.01518399999999
851,IA,c19123,Mahaska,"22,381","1,478.53",570.863,6.565,2.535,"1,485.09",573.398,41.330797,-92.63636600000001
852,IA,c19125,Marion,"33,309","1,436.24",554.534,41.375,15.975,"1,477.61",570.509,41.331455,-93.093849
853,IA,c19127,Marshall,"40,648","1,482.77",572.501,1.803,0.696,"1,484.57",573.197,42.041691,-92.981452
854,IA,c19129,Mills,"15,059","1,132.96",437.437,8.307,3.207,"1,141.26",440.644,41.033703,-95.619101
855,IA,c19131,Mitchell,"10,776","1,215.05",469.133,1.118,0.432,"1,216.17",469.565,43.348564,-92.78446600000001
856,IA,c19133,Monona,"9,243","1,797.64",694.072,12.592,4.862,"1,810.23",698.934,42.049432,-95.95656600000001
857,IA,c19135,Monroe,"7,970","1,123.32",433.715,1.523,0.588,"1,124.84",434.303,41.028847,-92.869642
858,IA,c19137,Montgomery,"10,740","1,098.41",424.097,2.41,0.931,"1,100.82",425.028,41.021735,-95.15779
859,IA,c19139,Muscatine,"42,745","1,133.04",437.469,30.199,11.66,"1,163.24",449.129,41.483776,-91.11869899999999
860,IA,c19141,O'Brien,"14,398","1,484.15",573.035,0.447,0.173,"1,484.60",573.208,43.083746000000005,-95.625624
861,IA,c19143,Osceola,"6,462","1,032.59",398.684,1.835,0.709,"1,034.42",399.393,43.378541999999996,-95.633788
862,IA,c19145,Page,"15,932","1,385.49",534.942,1.359,0.525,"1,386.85",535.467,40.739090000000004,-95.14429
863,IA,c19147,Palo Alto,"9,421","1,460.35",563.844,14.48,5.591,"1,474.83",569.435,43.075854,-94.66729699999999
864,IA,c19149,Plymouth,"24,986","2,234.88",862.893,2.177,0.841,"2,237.06",863.734,42.737584999999996,-96.215864
865,IA,c19151,Pocahontas,"7,310","1,495.05",577.241,3.667,1.416,"1,498.71",578.657,42.734033000000004,-94.678279
866,IA,c19153,Polk,"430,640","1,486.12",573.795,45.946,17.74,"1,532.07",591.535,41.684281,-93.56971999999999
867,IA,c19155,Pottawattamie,"93,158","2,461.21",950.28,22.926,8.852,"2,484.14",959.132,41.340184,-95.544905
868,IA,c19157,Poweshiek,"18,914","1,514.97",584.932,2.939,1.135,"1,517.91",586.067,41.684526,-92.522882
869,IA,c19159,Ringgold,"5,131","1,386.93",535.498,8.722,3.367,"1,395.66",538.865,40.735334,-94.244251
870,IA,c19161,Sac,"10,350","1,489.27",575.012,8.597,3.319,"1,497.87",578.331,42.387526,-95.10522399999999
871,IA,c19163,Scott,"165,224","1,186.44",458.089,26.216,10.122,"1,212.66",468.211,41.641678999999996,-90.62229
872,IA,c19165,Shelby,"12,167","1,530.11",590.779,1.486,0.574,"1,531.60",591.353,41.679014,-95.30891700000001
873,IA,c19167,Sioux,"33,704","1,989.97",768.332,1.707,0.659,"1,991.68",768.991,43.082854,-96.177929
874,IA,c19169,Story,"89,542","1,483.59",572.818,2.152,0.831,"1,485.75",573.649,42.037538,-93.466093
875,IA,c19171,Tama,"17,767","1,867.41",721.011,2.769,1.069,"1,870.18",722.08,42.074847999999996,-92.529412
876,IA,c19173,Taylor,"6,317","1,377.62",531.902,7.134,2.754,"1,384.75",534.656,40.737949,-94.697108
877,IA,c19175,Union,"12,534","1,097.24",423.645,5.576,2.153,"1,102.81",425.798,41.02855,-94.245091
878,IA,c19177,Van Buren,"7,570","1,255.60",484.789,14.84,5.73,"1,270.44",490.519,40.754117,-91.952943
879,IA,c19179,Wapello,"35,625","1,118.44",431.833,10.846,4.188,"1,129.29",436.021,41.031263,-92.409482
880,IA,c19181,Warren,"46,225","1,475.85",569.827,9.125,3.523,"1,484.97",573.35,41.336769,-93.564366
881,IA,c19183,Washington,"21,704","1,473.28",568.835,5.4,2.085,"1,478.68",570.92,41.329401000000004,-91.725052
882,IA,c19185,Wayne,"6,403","1,360.88",525.437,4.441,1.715,"1,365.32",527.152,40.739983,-93.332613
883,IA,c19187,Webster,"38,013","1,853.44",715.619,7.278,2.81,"1,860.72",718.429,42.434397,-94.17915699999999
884,IA,c19189,Winnebago,"10,866","1,037.26",400.489,3.182,1.229,"1,040.44",401.718,43.378124,-93.743488
885,IA,c19191,Winneshiek,"21,056","1,786.75",689.868,0.699,0.27,"1,787.45",690.138,43.292989,-91.850788
886,IA,c19193,Woodbury,"102,172","2,260.63",872.834,12.793,4.94,"2,273.42",877.774,42.39322,-96.053296
887,IA,c19195,Worth,"7,598","1,036.32",400.123,4.709,1.818,"1,041.02",401.941,43.373490999999994,-93.248533
888,IA,c19197,Wright,"13,229","1,503.29",580.422,4.704,1.816,"1,507.99",582.238,42.733007,-93.734735
889,KS,c20001,Allen,"13,371","1,295.78",500.303,13.007,5.022,"1,308.79",505.325,37.884229,-95.300945
890,KS,c20003,Anderson,"8,102","1,501.28",579.646,10.587,4.088,"1,511.86",583.734,38.215114,-95.292046
891,KS,c20005,Atchison,"16,924","1,116.73",431.172,6.858,2.648,"1,123.59",433.82,39.532544,-95.31339799999999
892,KS,c20007,Barber,"4,861","2,937.24","1,134.07",5.42,2.093,"2,942.66","1,136.17",37.222906,-98.685052
893,KS,c20009,Barton,"27,674","2,319.08",895.4,13.557,5.234,"2,332.63",900.634,38.481239,-98.767837
894,KS,c20011,Bourbon,"15,173","1,645.86",635.471,9.378,3.621,"1,655.24",639.092,37.8561,-94.850928
895,KS,c20013,Brown,"9,984","1,478.55",570.872,3.196,1.234,"1,481.75",572.106,39.825931,-95.569905
896,KS,c20015,Butler,"65,880","3,703.33","1,429.86",43.16,16.664,"3,746.49","1,446.53",37.773680999999996,-96.838762
897,KS,c20017,Chase,"2,790","2,002.22",773.06,12.088,4.667,"2,014.31",777.727,38.298553000000005,-96.594064
898,KS,c20019,Chautauqua,"3,669","1,654.69",638.881,15.244,5.886,"1,669.94",644.767,37.154259,-96.245396
899,KS,c20021,Cherokee,"21,603","1,521.79",587.568,8.949,3.455,"1,530.74",591.023,37.169391999999995,-94.845698
900,KS,c20023,Cheyenne,"2,726","2,641.50","1,019.89",2.738,1.057,"2,644.23","1,020.94",39.789256,-101.72730200000001
901,KS,c20025,Clark,"2,215","2,524.29",974.632,6.605,2.55,"2,530.89",977.182,37.233831,-99.813869
902,KS,c20027,Clay,"8,535","1,671.32",645.301,26.674,10.299,"1,698.00",655.6,39.344964000000004,-97.168853
903,KS,c20029,Cloud,"9,533","1,852.73",715.342,6.86,2.649,"1,859.59",717.991,39.487328999999995,-97.64139
904,KS,c20031,Coffey,"8,601","1,623.78",626.947,70.311,27.147,"1,694.10",654.094,38.23645,-95.729137
905,KS,c20033,Comanche,"1,891","2,041.68",788.298,3.604,1.392,"2,045.29",789.69,37.189071000000006,-99.25408900000001
906,KS,c20035,Cowley,"36,311","2,915.68","1,125.75",17.291,6.676,"2,932.97","1,132.43",37.234507,-96.83724699999999
907,KS,c20037,Crawford,"39,134","1,527.46",589.756,13.611,5.255,"1,541.07",595.011,37.505628,-94.853941
908,KS,c20039,Decatur,"2,961","2,314.20",893.517,1.632,0.63,"2,315.83",894.147,39.783542,-100.45970799999999
909,KS,c20041,Dickinson,"19,754","2,193.91",847.072,12.635,4.878,"2,206.54",851.95,38.867734999999996,-97.157943
910,KS,c20043,Doniphan,"7,945","1,018.92",393.405,12.615,4.871,"1,031.53",398.276,39.788502,-95.147225
911,KS,c20045,Douglas,"110,826","1,180.70",455.871,48.603,18.766,"1,229.30",474.637,38.896573,-95.290529
912,KS,c20047,Edwards,"3,037","1,610.70",621.894,0.209,0.081,"1,610.91",621.975,37.883595,-99.304746
913,KS,c20049,Elk,"2,882","1,668.64",644.265,16.061,6.201,"1,684.70",650.466,37.456026,-96.244642
914,KS,c20051,Ellis,"28,452","2,330.76",899.912,1.197,0.462,"2,331.96",900.374,38.914596,-99.317329
915,KS,c20053,Ellsworth,"6,497","1,854.04",715.847,19.27,7.44,"1,873.31",723.287,38.700845,-98.20535500000001
916,KS,c20055,Finney,"36,776","3,372.08","1,301.97",1.826,0.705,"3,373.91","1,302.67",38.049855,-100.739929
917,KS,c20057,Ford,"33,848","2,844.51","1,098.27",2.097,0.81,"2,846.61","1,099.08",37.688365000000005,-99.884734
918,KS,c20059,Franklin,"25,992","1,480.84",571.756,13.936,5.381,"1,494.78",577.137,38.558019,-95.27896199999999
919,KS,c20061,Geary,"34,362",996.157,384.618,51.455,19.867,"1,047.61",404.485,39.002155,-96.768038
920,KS,c20063,Gove,"2,695","2,775.60","1,071.67",0.245,0.095,"2,775.84","1,071.76",38.917239,-100.48736
921,KS,c20065,Graham,"2,597","2,327.16",898.522,0.599,0.231,"2,327.76",898.753,39.349445,-99.88095200000001
922,KS,c20067,Grant,"7,829","1,488.73",574.8,0.892,0.345,"1,489.62",575.145,37.547537,-101.299362
923,KS,c20069,Gray,"6,006","2,250.36",868.867,1.113,0.43,"2,251.47",869.297,37.744513,-100.451716
924,KS,c20071,Greeley,"1,247","2,016.18",778.45,-,-,"2,016.18",778.45,38.480408000000004,-101.805984
925,KS,c20073,Greenwood,"6,689","2,961.13","1,143.30",24.156,9.327,"2,985.29","1,152.63",37.878659000000006,-96.242232
926,KS,c20075,Hamilton,"2,690","2,580.94",996.508,2.905,1.121,"2,583.85",997.629,37.995244,-101.793689
927,KS,c20077,Harper,"6,034","2,075.28",801.269,3.913,1.511,"2,079.19",802.78,37.188184,-98.06659
928,KS,c20079,Harvey,"34,684","1,397.96",539.754,2.508,0.968,"1,400.47",540.722,38.050144,-97.436707
929,KS,c20081,Haskell,"4,256","1,495.77",577.521,0.91,0.352,"1,496.68",577.873,37.55855,-100.876869
930,KS,c20083,Hodgeman,"1,916","2,227.37",859.992,0.826,0.319,"2,228.20",860.311,38.087493,-99.89840699999999
931,KS,c20085,Jackson,"13,462","1,699.59",656.217,4.666,1.802,"1,704.26",658.019,39.410989,-95.79450899999999
932,KS,c20087,Jefferson,"19,126","1,379.36",532.574,62.427,24.103,"1,441.79",556.677,39.239644,-95.375314
933,KS,c20089,Jewell,"3,077","2,356.32",909.781,11.86,4.579,"2,368.18",914.36,39.77701,-98.222584
934,KS,c20091,Johnson,"544,179","1,226.03",473.375,16.891,6.522,"1,242.93",479.897,38.883907,-94.82233000000001
935,KS,c20093,Kearny,"3,977","2,254.70",870.543,1.134,0.438,"2,255.83",870.981,37.994461,-101.308136
936,KS,c20095,Kingman,"7,858","2,236.10",863.363,8.536,3.296,"2,244.64",866.659,37.552951,-98.144529
937,KS,c20097,Kiowa,"2,553","1,871.63",722.639,0.597,0.23,"1,872.22",722.869,37.561231,-99.286539
938,KS,c20099,Labette,"21,607","1,671.31",645.295,20.261,7.823,"1,691.57",653.118,37.191468,-95.297473
939,KS,c20101,Lane,"1,750","1,858.20",717.455,0.551,0.213,"1,858.75",717.668,38.481286,-100.466185
940,KS,c20103,Leavenworth,"76,227","1,198.73",462.831,15.906,6.141,"1,214.63",468.972,39.189510999999996,-95.038977
941,KS,c20105,Lincoln,"3,241","1,863.23",719.396,2.748,1.061,"1,865.98",720.457,39.047276000000004,-98.214265
942,KS,c20107,Linn,"9,656","1,538.61",594.059,31.951,12.337,"1,570.56",606.396,38.216549,-94.844932
943,KS,c20109,Logan,"2,756","2,779.04","1,072.99",0.275,0.106,"2,779.32","1,073.10",38.913270000000004,-101.15740699999999
944,KS,c20111,Lyon,"33,690","2,194.95",847.474,20.572,7.943,"2,215.52",855.417,38.455498,-96.161589
945,KS,c20113,McPherson,"29,180","2,326.52",898.274,6.03,2.328,"2,332.55",900.602,38.395812,-97.64748900000001
946,KS,c20115,Marion,"12,660","2,445.70",944.29,24.449,9.44,"2,470.15",953.73,38.359646999999995,-97.10277099999999
947,KS,c20117,Marshall,"10,117","2,331.46",900.183,12.754,4.924,"2,344.22",905.107,39.782709000000004,-96.521243
948,KS,c20119,Meade,"4,575","2,533.24",978.088,3.258,1.258,"2,536.49",979.346,37.243885999999996,-100.36009399999999
949,KS,c20121,Miami,"32,787","1,490.96",575.661,37.8,14.595,"1,528.76",590.256,38.566772,-94.832963
950,KS,c20123,Mitchell,"6,373","1,817.63",701.792,44.98,17.367,"1,862.61",719.159,39.393026,-98.207362
951,KS,c20125,Montgomery,"35,471","1,666.73",643.527,20.602,7.954,"1,687.33",651.481,37.189537,-95.742403
952,KS,c20127,Morris,"5,923","1,800.76",695.279,19.711,7.61,"1,820.48",702.889,38.687696,-96.64490500000001
953,KS,c20129,Morton,"3,233","1,889.99",729.731,0.508,0.196,"1,890.50",729.927,37.18525,-101.809516
954,KS,c20131,Nemaha,"10,178","1,858.13",717.427,5.208,2.011,"1,863.33",719.438,39.791043,-96.005381
955,KS,c20133,Neosho,"16,512","1,480.11",571.472,16.374,6.322,"1,496.48",577.794,37.564283,-95.31568299999999
956,KS,c20135,Ness,"3,107","2,783.59","1,074.75",0.667,0.258,"2,784.26","1,075.01",38.480437,-99.908745
957,KS,c20137,Norton,"5,671","2,274.36",878.134,8.195,3.164,"2,282.55",881.298,39.783867,-99.899235
958,KS,c20139,Osage,"16,295","1,827.28",705.518,37.107,14.327,"1,864.39",719.845,38.649706,-95.727275
959,KS,c20141,Osborne,"3,858","2,311.57",892.504,4.806,1.856,"2,316.38",894.36,39.348649,-98.767876
960,KS,c20143,Ottawa,"6,091","1,866.69",720.733,1.561,0.603,"1,868.25",721.336,39.137963,-97.654803
961,KS,c20145,Pawnee,"6,973","1,953.53",754.263,0.992,0.383,"1,954.52",754.646,38.182873,-99.23215400000001
962,KS,c20147,Phillips,"5,642","2,294.41",885.877,22.493,8.685,"2,316.90",894.562,39.784506,-99.34215
963,KS,c20149,Pottawatomie,"21,604","2,178.24",841.022,54.103,20.889,"2,232.34",861.911,39.382187,-96.337113
964,KS,c20151,Pratt,"9,656","1,903.76",735.045,1.754,0.677,"1,905.51",735.722,37.647594,-98.74011999999999
965,KS,c20153,Rawlins,"2,519","2,769.78","1,069.42",0.416,0.16,"2,770.19","1,069.58",39.786198,-101.076738
966,KS,c20155,Reno,"64,511","3,251.33","1,255.35",43.417,16.764,"3,294.75","1,272.11",37.948184999999995,-98.078346
967,KS,c20157,Republic,"4,980","1,857.98",717.371,7.967,3.076,"1,865.95",720.447,39.82891,-97.650921
968,KS,c20159,Rice,"10,083","1,880.95",726.237,4.47,1.726,"1,885.42",727.963,38.347178,-98.201415
969,KS,c20161,Riley,"71,115","1,579.30",609.771,31.558,12.185,"1,610.86",621.956,39.291211,-96.727489
970,KS,c20163,Rooks,"5,181","2,306.47",890.533,11.962,4.619,"2,318.43",895.152,39.346006,-99.324492
971,KS,c20165,Rush,"3,307","1,859.00",717.763,0.545,0.21,"1,859.54",717.973,38.523592,-99.30918299999999
972,KS,c20167,Russell,"6,970","2,295.40",886.26,34.127,13.176,"2,329.53",899.436,38.916839,-98.765638
973,KS,c20169,Saline,"55,606","1,865.37",720.225,2.81,1.085,"1,868.18",721.31,38.786327,-97.650153
974,KS,c20171,Scott,"4,936","1,858.43",717.544,0.306,0.118,"1,858.74",717.662,38.481877000000004,-100.90635999999999
975,KS,c20173,Sedgwick,"498,365","2,583.54",997.512,30.067,11.609,"2,613.61","1,009.12",37.683807,-97.459451
976,KS,c20175,Seward,"22,952","1,656.29",639.497,2.563,0.989,"1,658.85",640.486,37.180585,-100.854741
977,KS,c20177,Shawnee,"177,934","1,409.00",544.016,30.33,11.71,"1,439.33",555.726,39.041805,-95.755664
978,KS,c20179,Sheridan,"2,556","2,320.52",895.957,0.647,0.25,"2,321.17",896.207,39.350543,-100.44120600000001
979,KS,c20181,Sherman,"6,010","2,735.20","1,056.07",0.548,0.212,"2,735.75","1,056.28",39.351352,-101.719859
980,KS,c20183,Smith,"3,853","2,319.24",895.465,3.884,1.5,"2,323.13",896.965,39.784659999999995,-98.78543
981,KS,c20185,Stafford,"4,437","2,051.39",792.046,7.435,2.871,"2,058.83",794.917,38.03563,-98.719889
982,KS,c20187,Stanton,"2,235","1,762.09",680.345,0.18,0.07,"1,762.27",680.415,37.565932000000004,-101.789383
983,KS,c20189,Stevens,"5,724","1,883.68",727.293,0.465,0.18,"1,884.14",727.473,37.202356,-101.31579599999999
984,KS,c20191,Sumner,"24,132","3,061.21","1,181.94",7.806,3.014,"3,069.02","1,184.96",37.236663,-97.493349
985,KS,c20193,Thomas,"7,900","2,783.43","1,074.69",0.288,0.111,"2,783.71","1,074.80",39.357706,-101.083439
986,KS,c20195,Trego,"3,001","2,303.74",889.478,26.282,10.148,"2,330.02",899.626,38.921302000000004,-99.86542299999999
987,KS,c20197,Wabaunsee,"7,053","2,057.23",794.302,13.775,5.318,"2,071.01",799.62,38.955154,-96.201262
988,KS,c20199,Wallace,"1,485","2,366.35",913.652,0.141,0.054,"2,366.49",913.706,38.926626,-101.771103
989,KS,c20201,Washington,"5,799","2,317.41",894.756,10.14,3.915,"2,327.55",898.671,39.776714,-97.095611
990,KS,c20203,Wichita,"2,234","1,861.08",718.568,0.062,0.024,"1,861.14",718.592,38.481922,-101.34743399999999
991,KS,c20205,Wilson,"9,409","1,477.38",570.418,12.057,4.655,"1,489.43",575.073,37.558515,-95.745175
992,KS,c20207,Woodson,"3,309","1,289.35",497.82,19.252,7.433,"1,308.60",505.253,37.888484000000005,-95.757553
993,KS,c20209,Wyandotte,"157,505",392.642,151.6,11.895,4.593,404.538,156.193,39.115384000000006,-94.763087
994,KY,c21001,Adair,"18,656","1,049.68",405.283,18.432,7.117,"1,068.11",412.4,37.105540999999995,-85.281401
995,KY,c21003,Allen,"19,956",891.83,344.338,19.493,7.526,911.323,351.864,36.75077,-86.192458
996,KY,c21005,Anderson,"21,421",522.742,201.832,6.315,2.438,529.057,204.27,38.005396000000005,-84.986417
997,KY,c21007,Ballard,"8,249",638.844,246.659,70.009,27.031,708.853,273.69,37.051120000000004,-89.009178
998,KY,c21009,Barren,"42,173","1,262.73",487.541,32.267,12.458,"1,294.99",499.999,36.963614,-85.92499000000001
999,KY,c21011,Bath,"11,591",722.068,278.792,13.5,5.212,735.568,284.004,38.152249,-83.737641
1000,KY,c21013,Bell,"28,691",929.807,359,5.481,2.116,935.288,361.116,36.72268,-83.681046
1001,KY,c21015,Boone,"118,811",638.067,246.359,26.172,10.105,664.239,256.464,38.974595,-84.731444
1002,KY,c21017,Bourbon,"19,985",750.37,289.719,4.851,1.873,755.22,291.592,38.202562,-84.20985999999999
1003,KY,c21019,Boyd,"49,542",414.046,159.864,5.589,2.158,419.635,162.022,38.360003999999996,-82.68140600000001
1004,KY,c21021,Boyle,"28,432",466.635,180.169,6.458,2.493,473.093,182.662,37.6182,-84.873016
1005,KY,c21023,Bracken,"8,488",532.533,205.612,8.637,3.335,541.17,208.947,38.678523,-84.10035500000001
1006,KY,c21025,Breathitt,"13,878","1,275.34",492.413,7.392,2.854,"1,282.74",495.267,37.521178000000006,-83.322401
1007,KY,c21027,Breckinridge,"20,059","1,468.97",567.172,47.782,18.449,"1,516.75",585.621,37.778109,-86.432829
1008,KY,c21029,Bullitt,"74,319",769.288,297.024,8.394,3.241,777.682,300.265,37.969572,-85.703036
1009,KY,c21031,Butler,"12,690","1,103.56",426.088,13.948,5.385,"1,117.51",431.473,37.207013,-86.68247099999999
1010,KY,c21033,Caldwell,"12,984",893.005,344.791,8.703,3.36,901.707,348.151,37.148643,-87.87051
1011,KY,c21035,Calloway,"37,191",997.201,385.021,66.498,25.675,"1,063.70",410.696,36.620978,-88.274086
1012,KY,c21037,Campbell,"90,336",391.887,151.308,21.01,8.112,412.897,159.42,38.946981,-84.379583
1013,KY,c21039,Carlisle,"5,104",490.632,189.434,24.723,9.546,515.355,198.98,36.857726,-88.975757
1014,KY,c21041,Carroll,"10,811",332.993,128.569,22.651,8.746,355.644,137.315,38.668284,-85.124083
1015,KY,c21043,Carter,"27,720","1,060.59",409.496,6.801,2.626,"1,067.39",412.122,38.309554999999996,-83.04882099999999
1016,KY,c21045,Casey,"15,955","1,150.55",444.23,3.901,1.506,"1,154.45",445.736,37.321962,-84.92822
1017,KY,c21047,Christian,"73,955","1,858.32",717.503,16.936,6.539,"1,875.26",724.042,36.893388,-87.493554
1018,KY,c21049,Clark,"35,613",653.877,252.463,6.974,2.693,660.851,255.156,37.970133000000004,-84.144974
1019,KY,c21051,Clay,"21,730","1,215.35",469.247,4.763,1.839,"1,220.11",471.086,37.164466,-83.710763
1020,KY,c21053,Clinton,"10,272",510.864,197.246,21.164,8.172,532.028,205.418,36.729124,-85.153499
1021,KY,c21055,Crittenden,"9,315",932.271,359.952,28.979,11.189,961.25,371.141,37.358149,-88.10501
1022,KY,c21057,Cumberland,"6,856",790.417,305.182,14.83,5.726,805.247,310.908,36.784227,-85.393499
1023,KY,c21059,Daviess,"96,656","1,187.11",458.346,47.211,18.228,"1,234.32",476.574,37.731671,-87.08713900000001
1024,KY,c21061,Edmonson,"12,161",784.464,302.883,13.262,5.121,797.726,308.004,37.227856,-86.21777800000001
1025,KY,c21063,Elliott,"7,852",606.874,234.315,2.611,1.008,609.484,235.323,38.116425,-83.097541
